parliament,bill_number,bill_title,url_title,sponsor_name1,sponsor_title1,sponsor_name2,sponsor_title2,sponsor_name3,sponsor_title3,sponsor_name4,sponsor_title4,sponsor_name5,sponsor_title5,sponsor_name6,sponsor_title6,sponsor_name7,sponsor_title7,sponsor_name8,sponsor_title8
"43rd Parliament, 1st Session",1,An Act to perpetuate an ancient parliamentary right,https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-1,"Ford, Hon. Doug",Premier,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR1,"Sapore Di Calabria Inc. Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr1,"West, Jamie",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR2,"405456 Ontario Limited Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr2,"McMahon, Mary-Margaret",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",2,"Plan to Build Act (Budget Measures), 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-2,"Bethlenfalvy, Hon. Peter",Minister of Finance,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR3,"1204755 Ontario Limited Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr3,"Vanthof, John",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",3,"Strong Mayors, Building Homes Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-3,"Clark, Steve",Minister of Municipal Affairs and Housing,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR4,"Quadcard Entertainment Ltd. Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr4,"French, Jennifer K.",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",4,"Stay Home If You Are Sick Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-4,"Sattler, Peggy",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR5,"H.B. Arndt & Associates Ltd. Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr5,"Sattler, Peggy",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",5,"Stopping Harassment and Abuse by Local Leaders Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-5,"Blais, Stephen",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",6,"Foreign Credentials Advisory Committee Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-6,"Collard, Lucille",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR6,"Nextblock Inc. Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr6,"Bell, Jessica",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR7,"Welberne Holding Corp. Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr7,"Kernaghan, Terence",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",7,"More Beds, Better Care Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-7,"Calandra, Hon. Paul",Minister of Long-Term Care,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR8,"1748317 Ontario Inc. Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr8,"Khanjin, Hon. Andrea",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",8,"Anti-Money Laundering in Housing Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-8,"Bell, Jessica",,"Karpoche, Bhutila",,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR9,"933834 Ontario Limited Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr9,"Khanjin, Hon. Andrea",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",9,"Safe and Healthy Communities Act (Addressing Gun Violence), 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-9,"Hunter, Mitzie",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",10,"Publication of Mandate Letters Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-10,"Shamji, Adil",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR10,"Maizal Tortilleria Inc. Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr10,"Glover, Chris",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",11,"Speaking Out About, and Reporting On, Workplace Violence and Harassment Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-11,"Gélinas, France",,"Andrew, Jill",,"Bell, Jessica",,"Lindo, Laura Mae",,,,,,,,,
"43rd Parliament, 1st Session",PR11,"2103890 Ontario Limited Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr11,"Bell, Jessica",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR12,"Artgem Granite and Marble Inc. Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr12,"Pang, Billy",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",12,"Ending Automobile Insurance Discrimination in the Greater Toronto Area Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-12,"Rakocevic, Tom",,"Begum, Doly",,"Stiles, Marit",,,,,,,,,,,
"43rd Parliament, 1st Session",PR13,"Woodstock Moose Lodge No. 1141 (Holdings) Limited Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr13,"Hardeman, Ernie",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",13,"Northern Health Travel Grant Advisory Committee Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-13,"Mantha, Michael",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",14,"No Time to Waste Act (Plan for Climate Action and Jobs), 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-14,"Tabuns, Peter",,"Karpoche, Bhutila",,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR14,"1753461 Ontario Ltd. Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr14,"Vanthof, John",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR15,"816537 Ontario Inc. Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr15,"Pierre, Natalie",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",15,"Fairness for Road Users Act (Contraventions Causing Death or Serious Bodily Harm), 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-15,"French, Jennifer K.",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",16,"Racial Equity in the Education System Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-16,"Vaugeois, Lise",,"Andrew, Jill",,"Lindo, Laura Mae",,,,,,,,,,,
"43rd Parliament, 1st Session",PR16,"Flight Level Canada Inc. Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr16,"Pierre, Natalie",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR17,"J2M Collingwood Holdings Inc. Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr17,"Saunderson, Brian",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",17,"Abuse Prevention Week Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-17,"Mantha, Michael",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR18,"2253697 Ontario Inc. Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr18,"Ghamari, Goldie",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",18,"Consent Awareness Week Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-18,"Wong-Tam, Kristyn",,"Andrew, Jill",,"Lindo, Laura Mae",,"Stiles, Marit",,,,,,,,,
"43rd Parliament, 1st Session",PR19,"The Noble House Corporation Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr19,"Smith, Laura",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",19,"Auditor General Amendment Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-19,"Gélinas, France",,"West, Jamie",,,,,,,,,,,,,
"43rd Parliament, 1st Session",20,"Access to Sexual Assault Evidence Kits and Provision of Sexual Assault Education Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-20,"Collard, Lucille",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR20,"414087 Ontario Limited Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr20,"Saunderson, Brian",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR21,"1105954 Ontario Limited Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr21,"Saunderson, Brian",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",21,"Fixing Long-Term Care Amendment Act (Till Death Do Us Part), 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-21,"Fife, Catherine",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",22,"Poet Laureate of Ontario Amendment Act (French-language Poet Laureate of Ontario), 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-22,"Collard, Lucille",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR22,"League Technique Inc. Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr22,"Bowman, Stephanie",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",23,"More Homes Built Faster Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-23,"Clark, Steve",Minister of Municipal Affairs and Housing,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR23,"Ice Hockey Resources Ltd. Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr23,"Glover, Chris",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",24,"Health Care is Not for Sale Act (Addressing Unfair Fees Charged to Patients), 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-24,"Gélinas, France",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR24,"Parrington’s Food Market Limited Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr24,"Brady, Bobbi Ann",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR25,"Superior Corporate Services Limited Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr25,"Fraser, John",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",25,"Rent Stabilization Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-25,"Karpoche, Bhutila",,"Bell, Jessica",,"Harden, Joel",,"Kernaghan, Terence",,,,,,,,,
"43rd Parliament, 1st Session",26,"Strengthening Post-secondary Institutions and Students Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-26,"Dunlop, Hon. Jill",Minister of Colleges and Universities,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR26,"592605 Ontario Limited Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr26,"Bresee, Ric",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",27,"Protecting Agricultural Land Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-27,"Vanthof, John",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR27,"1376122 Ontario Ltd. Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr27,"Shamji, Adil",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",28,"Keeping Students in Class Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-28,"Lecce, Hon. Stephen",Minister of Education,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR28,"South Simcoe Developments Inc. Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr28,"Saunderson, Brian",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR29,"Hillsdale Land Corp. Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr29,"Saunderson, Brian",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",29,"Think Twice Before You Choose Natural Gas Act (Ontario Energy Board Amendment), 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-29,"Hsu, Ted",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",30,"Menstrual Health Day Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-30,"Karpoche, Bhutila",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR30,"Rapati Design and Construction Ltd. Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr30,"Smith, Dave",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",31,"Murray Whetung Community Service Award Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-31,"Smith, Dave",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR31,"Geranium (Hillsdale) Limited Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr31,"Saunderson, Brian",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR32,"Allied Contractors (Kitchener) Limited Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr32,"Collard, Lucille",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",32,"Black Mental Health Day Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-32,"Karpoche, Bhutila",,"Andrew, Jill",,"Lindo, Laura Mae",,,,,,,,,,,
"43rd Parliament, 1st Session",33,"Maternal Mental Health Day Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-33,"Karpoche, Bhutila",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR33,"1000067464 Ontario Inc. Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr33,"Smith, Laura",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR34,"Bongo Studios Inc. Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr34,"Wong-Tam, Kristyn",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",34,"Pandemic Preparedness Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-34,"Karpoche, Bhutila",,"Begum, Doly",,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR35,"Winchester Design Build Inc. Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr35,"Bell, Jessica",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",35,"Keeping Students in Class Repeal Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-35,"Calandra, Hon. Paul",Minister of Legislative Affairs,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",36,"Progress on the Plan to Build Act (Budget Measures), 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-36,"Bethlenfalvy, Hon. Peter",Minister of Finance,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR36,"Eastern Children of Israel Congregation Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr36,"Pang, Billy",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",37,"Notwithstanding Clause Limitation Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-37,"Collard, Lucille",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR37,"Doreen Scolnick Investments Limited Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr37,"Smith, Laura",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR38,"The Six Brewing Company Inc. Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr38,"Hogarth, Christine",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",38,"Protecting Vulnerable Persons in Supportive Living Accommodation Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-38,"Burch, Jeff",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",39,"Better Municipal Governance Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-39,"Clark, Steve",Minister of Municipal Affairs and Housing,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",PR39,"1082472 Ontario Limited Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr39,"Byers, Rick",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",40,"Moving Ontarians Safely Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-40,"Harden, Joel",,"Begum, Doly",,"Bell, Jessica",,"Karpoche, Bhutila",,,,,,,,,
"43rd Parliament, 1st Session",PR40,"1000151830 Ontario Inc. Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr40,"Saunderson, Brian",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",41,"Protection from Coerced Debts Incurred in relation to Human Trafficking Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-41,"Collard, Lucille",,"Glover, Chris",,"Schreiner, Mike",,"Scott, Laurie",,,,,,,,,
"43rd Parliament, 1st Session",PR42,"Luso Canadian Charitable Society Act (Tax Relief), 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-pr42,"Cuzzetto, Rudy",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",42,"Gender Affirming Health Care Advisory Committee Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-42,"Wong-Tam, Kristyn",,"Andrew, Jill",,"Kernaghan, Terence",,"Vaugeois, Lise",,,,,,,,,
"43rd Parliament, 1st Session",43,"Making Northern Ontario Highways Safer Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-43,"Bourgouin, Guy",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",44,"Building More Homes by Ending Exclusionary Zoning Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-44,"Schreiner, Mike",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",45,"Building More Homes on Major Streets and Transit Corridors Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-45,"Schreiner, Mike",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",46,"Less Red Tape, Stronger Ontario Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-46,"Gill, Parm",Minister of Red Tape Reduction,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",47,"Protecting Human Rights in an Emergency Act (Emergency Power Generators), 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-47,"Pasma, Chandra",,"Bell, Jessica",,"Wong-Tam, Kristyn",,"Karpoche, Bhutila",,,,,,,,,
"43rd Parliament, 1st Session",48,"Rent Control for All Tenants Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-48,"Karpoche, Bhutila",,"Andrew, Jill",,"Bell, Jessica",,"Glover, Chris",,,,,,,,,
"43rd Parliament, 1st Session",49,"Early Years and Child Care Worker Advisory Commission Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-49,"Karpoche, Bhutila",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",50,"Building Better Business Outcomes Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-50,"Bowman, Stephanie",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",51,"Legislative Assembly Amendment Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-51,"Calandra, Hon. Paul",Minister of Legislative Affairs,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",52,"Public Health Accountability Act (In Honour of Dr. Sheela Basrur), 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-52,"Gélinas, France",,"Karpoche, Bhutila",,,,,,,,,,,,,
"43rd Parliament, 1st Session",53,"Right to Timely Mental Health and Addiction Care for Children and Youth Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-53,"Karpoche, Bhutila",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",54,"WSIB Coverage for Workers in Residential Care Facilities and Group Homes Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-54,"Fraser, John",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",55,"Four-Day Work Week Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-55,"Karpoche, Bhutila",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",56,"Fewer Floods, Safer Ontario Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-56,"McMahon, Mary-Margaret",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",57,"Respecting Injured Workers Act (Workplace Safety and Insurance Amendment), 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-57,"Gates, Wayne",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",58,"Protecting Renters from Illegal Evictions Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-58,"Bell, Jessica",,"Stevens, Jennifer (Jennie)",,,,,,,,,,,,,
"43rd Parliament, 1st Session",59,"Making Sexual Assault Evidence Kits Available Act, 2022",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-59,"Scott, Laurie",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",60,"Your Health Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-60,"Jones, Hon. Sylvia",Minister of Health,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",61,"Making Psychotherapy Services Tax-Free Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-61,"Andrew, Jill",,"Gélinas, France",,,,,,,,,,,,,
"43rd Parliament, 1st Session",62,"Farmland and Arable Land Strategy Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-62,"Brady, Bobbi Ann",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",63,"St. Thomas - Central Elgin Boundary Adjustment Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-63,"Clark, Steve",Minister of Municipal Affairs and Housing,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",64,"Chosen Family Day Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-64,"Wong-Tam, Kristyn",,"Andrew, Jill",,"Hunter, Mitzie",,,,,,,,,,,
"43rd Parliament, 1st Session",65,"Honouring Our Veterans Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-65,"Coe, Lorne",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",66,"Heart Valve Disease Awareness Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-66,"Cuzzetto, Rudy",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",67,"Temporary Nursing Agency Licensing and Regulation Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-67,"Shamji, Adil",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",68,"Uploading Highways 174 and 17 Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-68,"Blais, Stephen",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",69,"Reducing Inefficiencies Act (Infrastructure Statute Law Amendments), 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-69,"Surma, Hon. Kinga",Minister of Infrastructure,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",70,"Seniors Month Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-70,"Gallagher Murphy, Dawn",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",71,"Building More Mines Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-71,"Pirie, Hon. George",Minister of Mines,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",72,"Health Professionals' Week Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-72,"Shamji, Adil",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",73,"Supporting Ontario's Community, Rural and Agricultural Newspapers Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-73,"Sarrazin, Stéphane",,"Ghamari, Goldie",,,,,,,,,,,,,
"43rd Parliament, 1st Session",74,"Missing Persons Amendment Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-74,"Taylor, Monique",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",75,"Queen's Park Restoration Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-75,"Calandra, Hon. Paul",Minister of Legislative Affairs,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",76,"Respecting Workers in Health Care and in Related Fields Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-76,"Gélinas, France",,"Gates, Wayne",,"West, Jamie",,,,,,,,,,,
"43rd Parliament, 1st Session",77,"Supply Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-77,"Sarkaria, Hon. Prabmeet Singh",President of the Treasury Board,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",78,"Group of Seven Day Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-78,"McCarthy, Hon. Todd J.",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",79,"Working for Workers Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-79,"Piccini, Hon. David","Minister of Labour, Immigration, Training and Skills Development",,,,,,,,,,,,,,
"43rd Parliament, 1st Session",80,"Viewer Discretion Act (Images of Fetuses), 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-80,"Kernaghan, Terence",,"Stevens, Jennifer (Jennie)",,"Sattler, Peggy",,"Armstrong, Teresa J.",,,,,,,,,
"43rd Parliament, 1st Session",81,"Croatian Heritage Day Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-81,"Skelly, Donna",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",82,"Enhancing Public Transit Accessibility Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-82,"Begum, Doly",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",83,"Environmental Protection Amendment Act (Microfibre Filters for Washing Machines), 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-83,"Bell, Jessica",,"Shaw, Sandy",,,,,,,,,,,,,
"43rd Parliament, 1st Session",84,"Peter Kormos Memorial Act (Saving Organs to Save Lives), 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-84,"Gélinas, France",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",85,"Building a Strong Ontario Act (Budget Measures), 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-85,"Bethlenfalvy, Hon. Peter",Minister of Finance,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",86,"Advisory Committee to Protect Ontario's People and Economy from Airborne Pandemics Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-86,"Wong-Tam, Kristyn",,"Andrew, Jill",,"Gates, Wayne",,"West, Jamie",,,,,,,,,
