parliament,bill_number,bill_title,url_title,sponsor_name1,sponsor_title1,sponsor_name2,sponsor_title2,sponsor_name3,sponsor_title3,sponsor_name4,sponsor_title4,sponsor_name5,sponsor_title5,sponsor_name6,sponsor_title6,sponsor_name7,sponsor_title7,sponsor_name8,sponsor_title8
"39th Parliament, 2nd Session",197,"Education and Municipal Amendment Act (Filling Vacancies), 2011",https://www.ola.org/en/legislative-business/bills/parliament-39/session-2/bill-197,"Ouellette, Jerry J.",,,,,,,,,,,,,,,
"39th Parliament, 2nd Session",198,"Non-profit Housing Co-operatives Statute Law Amendment Act, 2011",https://www.ola.org/en/legislative-business/bills/parliament-39/session-2/bill-198,"Cansfield, Donna H.",,,,,,,,,,,,,,,
"39th Parliament, 2nd Session",199,"Human Rights Code Amendment Act (Genetic Characteristics), 2011",https://www.ola.org/en/legislative-business/bills/parliament-39/session-2/bill-199,"Colle, Mike",,,,,,,,,,,,,,,
"39th Parliament, 2nd Session",200,"Pregnancy and Infant Loss Awareness Day Act, 2011",https://www.ola.org/en/legislative-business/bills/parliament-39/session-2/bill-200,"Miller, Paul",,"Elliott, Christine",,"Flynn, Kevin Daniel",,,,,,,,,,,
"39th Parliament, 2nd Session",201,"Drivers Over the Age of 80 Identification Act, 2011",https://www.ola.org/en/legislative-business/bills/parliament-39/session-2/bill-201,"Sergio, Mario",,,,,,,,,,,,,,,
"39th Parliament, 2nd Session",202,"Provincial Offences Statute Law Amendment Act (Jury Trials), 2011",https://www.ola.org/en/legislative-business/bills/parliament-39/session-2/bill-202,"Hillier, Randy",,,,,,,,,,,,,,,
"39th Parliament, 2nd Session",203,"Provincial Offences Amendment Act (Sentencing and Appeals), 2011",https://www.ola.org/en/legislative-business/bills/parliament-39/session-2/bill-203,"Hillier, Randy",,,,,,,,,,,,,,,
"39th Parliament, 2nd Session",204,"Residential Tenancies Amendment Act (Rent Increases), 2011",https://www.ola.org/en/legislative-business/bills/parliament-39/session-2/bill-204,"Sterling, Norman W.",,,,,,,,,,,,,,,
"39th Parliament, 2nd Session",205,"Taxation Amendment Act (Informal Caregivers), 2011",https://www.ola.org/en/legislative-business/bills/parliament-39/session-2/bill-205,"Levac, Dave",,,,,,,,,,,,,,,
"39th Parliament, 2nd Session",206,"TransCanada Highway Improvement Act (Highway 17), 2011",https://www.ola.org/en/legislative-business/bills/parliament-39/session-2/bill-206,"Orazietti, David",,,,,,,,,,,,,,,
"39th Parliament, 2nd Session",207,"Grand Juries Act, 2011",https://www.ola.org/en/legislative-business/bills/parliament-39/session-2/bill-207,"Hillier, Randy",,,,,,,,,,,,,,,
"39th Parliament, 2nd Session",208,"Workplace Safety and Insurance Amendment Act (Permanent Partial Disability Supplements), 2011",https://www.ola.org/en/legislative-business/bills/parliament-39/session-2/bill-208,"Albanese, Laura",,,,,,,,,,,,,,,
"39th Parliament, 2nd Session",209,"Reducing Automobile Insurance Premiums by Eliminating Fraud Act, 2011",https://www.ola.org/en/legislative-business/bills/parliament-39/session-2/bill-209,"Mangat, Amrit",,,,,,,,,,,,,,,
"39th Parliament, 2nd Session",210,"Workers' Death Benefits Protection Act, 2011",https://www.ola.org/en/legislative-business/bills/parliament-39/session-2/bill-210,"Levac, Dave",,,,,,,,,,,,,,,
"39th Parliament, 2nd Session",211,"Protecting Contractors Through Prompt Payment Act, 2011",https://www.ola.org/en/legislative-business/bills/parliament-39/session-2/bill-211,"Levac, Dave",,,,,,,,,,,,,,,
"39th Parliament, 2nd Session",231,"Election Statute Law Amendment Act, 2010",https://www.ola.org/en/legislative-business/bills/parliament-39/session-2/bill-231,"Bentley, Hon. Christopher",Attorney General,,,,,,,,,,,,,,
"39th Parliament, 2nd Session",235,"Energy Consumer Protection Act, 2010",https://www.ola.org/en/legislative-business/bills/parliament-39/session-2/bill-235,"Duguid, Hon. Brad",Minister of Energy and Infrastructure,,,,,,,,,,,,,,
"39th Parliament, 2nd Session",236,"Pension Benefits Amendment Act, 2010",https://www.ola.org/en/legislative-business/bills/parliament-39/session-2/bill-236,"Duncan, Hon. Dwight",Minister of Finance,,,,,,,,,,,,,,
"39th Parliament, 2nd Session",242,"Full Day Early Learning Statute Law Amendment Act, 2010",https://www.ola.org/en/legislative-business/bills/parliament-39/session-2/bill-242,"Dombrowsky, Hon. Leona",Minister of Education,,,,,,,,,,,,,,
"39th Parliament, 1st Session",1,An Act to perpetuate an ancient parliamentary right,https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-1,"McGuinty, Hon. Dalton",Premier,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR2,Grand Avenue Holdings Ltd,https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr2,"Ruprecht, Tony",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",2,"Fairness for Military Families Act (Employment Standards and Health Insurance), 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-2,"McGuinty, Hon. Dalton",Premier,,,,,,,,,,,,,,
"39th Parliament, 1st Session",3,"Highway Traffic Amendment Act (School Crossings), 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-3,"Klees, Frank",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR3,"St. Andrew's United Church (Toronto) Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr3,"Zimmer, David",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR4,"872440 Ontario Inc. Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr4,"Dunlop, Garfield",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",4,"Electoral Boundaries Commission (Ontario) Act, 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-4,"Sterling, Norman W.",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",5,"Katelyn Bedard Bone Marrow Awareness Month Act, 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-5,"Crozier, Bruce",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR5,"Madresa Ashraful Uloom Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr5,"Qaadri, Shafiq",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR6,"716056 Ontario Limited Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr6,"Miller, Norman",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",6,"Employment Standards Amendment Act (Wage Security), 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-6,"Miller, Paul",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",7,"Employment Standards Amendment Act (Raising the Minimum Wage), 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-7,"DiNovo, Cheri",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR7,"827291 Ontario Ltd. Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr7,"Naqvi, Yasir",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR8,"719226 Ontario Limited Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr8,"Jaczek, Helena",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",8,"Healthy Food for Healthy Schools Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-8,"Wynne, Hon. Kathleen O.",Minister of Education,,,,,,,,,,,,,,
"39th Parliament, 1st Session",9,"Motor Vehicle Origin and Components Disclosure Act, 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-9,"Ouellette, Jerry J.",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR9,"2029652 Ontario Ltd. Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr9,"Horwath, Andrea",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR10,"Master's College and Seminary Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr10,"Delaney, Bob",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",10,"Lori Dupont Act (Domestic Violence Protection), 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-10,"O'Toole, John",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",11,"Protecting Children and Youth from Second-Hand Smoke in Automobiles Act, 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-11,"Orazietti, David",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR11,"Eugerry Investments Limited Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr11,"Horwath, Andrea",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR12,"Porcupine Goldor Mines Limited Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr12,"Zimmer, David",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",12,"Access to Adoption Records Act (Vital Statistics Statute Law Amendment), 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-12,"Meilleur, Hon. Madeleine",Minister of Community and Social Services,,,,,,,,,,,,,,
"39th Parliament, 1st Session",13,"Patient-to-Doctor Ratio Act, 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-13,"Martiniuk, Gerry",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR13,"2076467 Ontario Inc. Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr13,"Lalonde, Jean-Marc",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",14,"Fire Protection Statute Law Amendment Act, 2010",https://www.ola.org/en/legislative-business/bills/parliament-39/session-2/bill-14,"Prue, Michael",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR14,"1068080 Ontario Limited Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr14,"Shurman, Peter",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",15,"Retail Sales Tax Amendment Act, 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-15,"Ouellette, Jerry J.",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR15,"Allaura Investments Limited Act, 2009",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr15,"Klees, Frank",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR16,"Deep River Management Services Inc. Act, 2009",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr16,"Yakabuski, John",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",16,"Christopher's Law (Sex Offender Registry) Amendment Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-16,"Bartolucci, Hon. Rick",Minister of Community Safety and Correctional Services,,,,,,,,,,,,,,
"39th Parliament, 1st Session",17,"Pension Benefits Amendment Act, 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-17,"Miller, Paul",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR18,"1516495 Ontario Inc. Act, 2009",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr18,"Ramsay, David",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",18,"Grow Ops Disclosure Act, 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-18,"Sergio, Mario",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR19,"Able Insurance Brokers Ltd. Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr19,"Dhillon, Vic",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",19,"Income Tax Amendment Act (Public Transit Expense Tax Credit), 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-19,"O'Toole, John",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR20,"Joseph and Wolf Lebovic Jewish Community Campus Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr20,"Sorbara, Greg",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",20,"Direct Election of the Niagara Regional Chair Act, 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-20,"Hudak, Tim",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR21,"1173931 Ontario Limited Act, 2009",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr21,"Rinaldi, Lou",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",21,"Provincial Parks and Major Provincial Tourist Attractions Sign Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-21,"Lalonde, Jean-Marc",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",22,"Battery Deposit and Return Act, 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-22,"Miller, Norman",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR22,"1312510 Ontario Ltd. Act, 2009",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr22,"Dickson, Joe",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR23,"Welechenko Transport Ltd. Act, 2009",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr23,"Murdoch, Bill",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",23,"Ontario Society for the Prevention of Cruelty to Animals Amendment Act, 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-23,"Runciman, Robert W.",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR24,"New Hermes Limited/New Hermes Limitee Act, 2009",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr24,"Mangat, Amrit",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",24,"Finance Statute Law Amendment Act, 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-24,"Duncan, Hon. Dwight",Minister of Finance,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR25,"Cen-Tower Investments Limited Act, 2009",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr25,"Bailey, Robert",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",25,"Pope John Paul II Day Act, 2009",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-25,"Klees, Frank",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR26,"Sisters of St. Joseph of the Diocese of London, in Ontario Act (Tax Relief), 2009",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr26,"Ramal, Khalil",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",26,"Day Nurseries Amendment Act (Not for Profit Corporations), 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-26,"Horwath, Andrea",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR27,"Brismair Property Management Inc. Act, 2009",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr27,"DiNovo, Cheri",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",27,"Highway Traffic Amendment Act (Snow Plows), 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-27,"Ramsay, David",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR28,"1105481 Ontario Inc. Act, 2009",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr28,"Kular, Kuldip",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",28,"Homestead Act, 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-28,"Hudak, Tim",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",PR29,"962 Bloor Street West Limited Act, 2009",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-pr29,"Ruprecht, Tony",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",29,"Occupational Health and Safety Amendment Act (Harassment and Violence), 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-29,"Horwath, Andrea",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",30,"Protection of Minors in Amateur Sports Act, 2007",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-30,"Ouellette, Jerry J.",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",31,"Canadian Mass Transit Vehicles Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-31,"Bisson, Gilles",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",32,"Waste Disposal Site 41 in the Township of Tiny Act, 2009",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-32,"Dunlop, Garfield",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",33,"Children's Law Reform Amendment Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-33,"Craitor, Kim",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",34,"Made in Ontario Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-34,"Levac, Dave",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",35,"Investing in Ontario Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-35,"Duncan, Hon. Dwight",Minister of Finance,,,,,,,,,,,,,,
"39th Parliament, 1st Session",36,"Environmental Protection Amendment Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-36,"O'Toole, John",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",37,"Child Pornography Reporting Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-37,"Broten, Laurel C.",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",38,"Public Transportation and Highway Improvement Amendment Act (Assistance to Municipalities), 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-38,"Yakabuski, John",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",39,"Buy in Canada for Mass Transit Vehicles Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-39,"Mauro, Bill",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",40,"Highway Traffic Amendment Act (Cellular Phones), 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-40,"O'Toole, John",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",41,"Highway Traffic Amendment Act (Speed-limiting Systems), 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-41,"Bradley, Hon. James J.",Minister of Transportation,,,,,,,,,,,,,,
"39th Parliament, 1st Session",42,"Smoke-Free Ontario Amendment Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-42,"Savoline, Joyce",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",43,"Great Lakes Shoreline Right of Passage Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-43,"Craitor, Kim",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",44,"Budget Measures and Interim Appropriation Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-44,"Duncan, Hon. Dwight",Minister of Finance,,,,,,,,,,,,,,
"39th Parliament, 1st Session",45,"Supply Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-45,"Duncan, Hon. Dwight",Minister of Finance,,,,,,,,,,,,,,
"39th Parliament, 1st Session",46,"Education Amendment Act (Organ Donation Education), 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-46,"Levac, Dave",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",47,"Right to Housing Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-47,"DiNovo, Cheri",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",48,"Payday Loans Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-48,"McMeekin, Hon. Ted",Minister of Government and Consumer Services,,,,,,,,,,,,,,
"39th Parliament, 1st Session",49,"Employment Standards Amendment Act (Raising the Minimum Wage), 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-49,"DiNovo, Cheri",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",50,"Provincial Animal Welfare Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-50,"Bartolucci, Hon. Rick",Minister of Community Safety and Correctional Services,,,,,,,,,,,,,,
"39th Parliament, 1st Session",51,"Peace Officers' Memorial Day and Memorial Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-51,"Levac, Dave",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",52,"Bill of Rights for Pupils with Diabetes, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-52,"Levac, Dave",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",53,"Consumer Protection Amendment Act (Advertising Food or Drink), 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-53,"Marchese, Rosario",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",54,"Payday Loans Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-54,"DiNovo, Cheri",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",55,"Ontario French-language Educational Communications Authority Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-55,"Wynne, Hon. Kathleen O.",Minister of Education,,,,,,,,,,,,,,
"39th Parliament, 1st Session",56,"Unlawful Firearms in Vehicles Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-56,"Colle, Mike",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",57,"Red Tape and Regulatory Review Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-57,"Hillier, Randy",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",58,"Ontario Medal for Civilian Bravery Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-58,"Yakabuski, John",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",59,"Apology Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-59,"Orazietti, David",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",60,"Day Nurseries Amendment Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-60,"Lalonde, Jean-Marc",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",61,"Holodomor Memorial Day Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-61,"Levac, Dave",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",62,"Fish and Wildlife Conservation Amendment Act (Double-Crested Cormorants), 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-62,"Brown, Michael A.",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",63,"Building Code Amendment Act (Storm Water Harvesting), 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-63,"Levac, Dave",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",64,"Cosmetic Pesticides Ban Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-64,"Gerretsen, Hon. John",Minister of the Environment,,,,,,,,,,,,,,
"39th Parliament, 1st Session",65,"Labour Relations Amendment Act (Certification), 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-65,"Hampton, Howard",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",66,"Toronto Public Transit Service Resumption Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-66,"Duguid, Hon. Brad",Minister of Labour,,,,,,,,,,,,,,
"39th Parliament, 1st Session",67,"Senators' Selection Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-67,"Runciman, Robert W.",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",68,"Colleges Collective Bargaining Amendment Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-68,"Marchese, Rosario",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",69,"Smoke-Free Ontario Amendment Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-69,"Best, Hon. Margarett R.",Minister of Health Promotion,,,,,,,,,,,,,,
"39th Parliament, 1st Session",70,"Blind Persons' Rights Amendment Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-70,"Martiniuk, Gerry",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",71,"Employment Standards Amendment Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-71,"Hampton, Howard",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",72,"Municipal Residential Sprinkler Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-72,"Jeffrey, Linda",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",73,"Highway Traffic Amendment Act (Cellular Phones), 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-73,"O'Toole, John",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",74,"Jay Lawrence and Bart Mackey Memorial Act (Highway Traffic Amendment), 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-74,"Rinaldi, Lou",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",75,"Consumer Reporting Amendment Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-75,"Ruprecht, Tony",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",76,"Community Right to Know Act (Disclosure of Toxins and Pollutants), 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-76,"Tabuns, Peter",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",77,"Services for Persons with Developmental Disabilities Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-77,"Meilleur, Hon. Madeleine",Minister of Community and Social Services,,,,,,,,,,,,,,
"39th Parliament, 1st Session",78,"Property Tax Deferral Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-78,"Shurman, Peter",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",79,"Northern York Region Power Conservation Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-79,"Tabuns, Peter",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",80,"Algoma University Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-80,"Milloy, Hon. John","Minister of Training, Colleges and Universities",,,,,,,,,,,,,,
"39th Parliament, 1st Session",81,"Justice for Jared Act (Child and Family Services Statute Law Amendment), 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-81,"Horwath, Andrea",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",82,"Handgun Manufacturers' and Importers' Liability Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-82,"Flynn, Kevin Daniel",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",83,"Skin Cancer Prevention Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-83,"Ramal, Khalil",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",84,"Occupational Health and Safety Amendment Act (Workplace Death, Critical Injury and Occupational Illness Registry), 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-84,"Horwath, Andrea",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",85,"Photo Card Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-85,"Bradley, Hon. James J.",Minister of Transportation,,,,,,,,,,,,,,
"39th Parliament, 1st Session",86,"Labour Relations Amendment Act (Replacement Workers), 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-86,"Kormos, Peter",,,,,,,,,,,,,,,
"39th Parliament, 1st Session",87,"Towing Industry Act, 2008",https://www.ola.org/en/legislative-business/bills/parliament-39/session-1/bill-87,"Zimmer, David",,,,,,,,,,,,,,,
