parliament,bill_number,bill_title,date,bill_stage,activity,committee
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,1,An Act to perpetuate an ancient parliamentary right,"August 9, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,1,An Act to perpetuate an ancient parliamentary right,"August 9, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR1,"Sapore Di Calabria Inc. Act, 2023","March 2, 2023",Royal Assent,Royal Assent received,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR1,"Sapore Di Calabria Inc. Act, 2023","March 1, 2023",Third Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR1,"Sapore Di Calabria Inc. Act, 2023","March 1, 2023",Third Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR1,"Sapore Di Calabria Inc. Act, 2023","March 1, 2023",Second Reading,Ordered for Third Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR1,"Sapore Di Calabria Inc. Act, 2023","March 1, 2023",Second Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR1,"Sapore Di Calabria Inc. Act, 2023","March 1, 2023",Second Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR1,"Sapore Di Calabria Inc. Act, 2023","August 29, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR1,"Sapore Di Calabria Inc. Act, 2023","August 29, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR2,"405456 Ontario Limited Act, 2022","December 8, 2022",Royal Assent,Royal Assent received,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR2,"405456 Ontario Limited Act, 2022","December 7, 2022",Third Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR2,"405456 Ontario Limited Act, 2022","December 7, 2022",Third Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR2,"405456 Ontario Limited Act, 2022","December 7, 2022",Second Reading,Ordered for Third Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR2,"405456 Ontario Limited Act, 2022","December 7, 2022",Second Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR2,"405456 Ontario Limited Act, 2022","December 7, 2022",Second Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR2,"405456 Ontario Limited Act, 2022","November 14, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR2,"405456 Ontario Limited Act, 2022","November 14, 2022",First Reading,Report adopted,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR2,"405456 Ontario Limited Act, 2022","November 14, 2022",First Reading,Reported without amendment,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR2,"405456 Ontario Limited Act, 2022","November 3, 2022",First Reading,Consideration of a Bill,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR2,"405456 Ontario Limited Act, 2022","September 7, 2022",First Reading,Ordered referred to Standing Committee,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR2,"405456 Ontario Limited Act, 2022","September 7, 2022",First Reading,Order for Second Reading discharged,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR2,"405456 Ontario Limited Act, 2022","August 25, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,2,"Plan to Build Act (Budget Measures), 2022","September 8, 2022",Royal Assent,Royal Assent received,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,2,"Plan to Build Act (Budget Measures), 2022","September 1, 2022",Third Reading,Vote,Carried on division
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,2,"Plan to Build Act (Budget Measures), 2022","August 31, 2022",Third Reading,Question put,Vote deferred
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,2,"Plan to Build Act (Budget Measures), 2022","August 31, 2022",Third Reading,Debated,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,2,"Plan to Build Act (Budget Measures), 2022","August 30, 2022",Second Reading,Ordered for Third Reading pursuant to the Order of the House,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,2,"Plan to Build Act (Budget Measures), 2022","August 30, 2022",Second Reading,Vote,Carried on division
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,2,"Plan to Build Act (Budget Measures), 2022","August 29, 2022",Second Reading,Question put,Vote deferred
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,2,"Plan to Build Act (Budget Measures), 2022","August 29, 2022",Second Reading,Time allocated,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,2,"Plan to Build Act (Budget Measures), 2022","August 18, 2022",Second Reading,Debated,Debate adjourned
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,2,"Plan to Build Act (Budget Measures), 2022","August 18, 2022",Second Reading,Debated,Debate adjourned
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,2,"Plan to Build Act (Budget Measures), 2022","August 17, 2022",Second Reading,Debated,Debate adjourned
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,2,"Plan to Build Act (Budget Measures), 2022","August 11, 2022",Second Reading,Debated,Debate adjourned
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,2,"Plan to Build Act (Budget Measures), 2022","August 9, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,2,"Plan to Build Act (Budget Measures), 2022","August 9, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR3,"1204755 Ontario Limited Act, 2022","December 8, 2022",Royal Assent,Royal Assent received,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR3,"1204755 Ontario Limited Act, 2022","December 7, 2022",Third Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR3,"1204755 Ontario Limited Act, 2022","December 7, 2022",Third Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR3,"1204755 Ontario Limited Act, 2022","December 7, 2022",Second Reading,Ordered for Third Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR3,"1204755 Ontario Limited Act, 2022","December 7, 2022",Second Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR3,"1204755 Ontario Limited Act, 2022","December 7, 2022",Second Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR3,"1204755 Ontario Limited Act, 2022","October 25, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR3,"1204755 Ontario Limited Act, 2022","October 25, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","September 8, 2022",Royal Assent,Royal Assent received,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","September 8, 2022",Third Reading,Vote,Carried on division
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","September 8, 2022",Third Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","September 8, 2022",Third Reading,Closure,Carried on division
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","September 7, 2022",Third Reading,Moved closure,Vote deferred
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","September 7, 2022",Third Reading,Debated,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","September 7, 2022",Third Reading,Debated,Debate adjourned
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","September 6, 2022",Third Reading,Debated,Debate adjourned
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","September 6, 2022",Third Reading,Debated,Debate adjourned
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","August 31, 2022",Second Reading,Ordered for Third Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","August 31, 2022",Second Reading,Report adopted,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","August 31, 2022",Second Reading,Reported without amendment,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","August 31, 2022",Second Reading,Consideration of a Bill,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","August 29, 2022",Second Reading,Consideration of a Bill,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","August 25, 2022",Second Reading,Consideration of a Bill,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","August 18, 2022",Second Reading,Ordered referred to Standing Committee,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","August 18, 2022",Second Reading,Vote,Carried on division
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","August 18, 2022",Second Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","August 18, 2022",Second Reading,Closure,Carried on division
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","August 17, 2022",Second Reading,Moved closure,Vote deferred
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","August 17, 2022",Second Reading,Debated,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","August 17, 2022",Second Reading,Debated,Debate adjourned
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","August 11, 2022",Second Reading,Debated,Debate adjourned
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","August 10, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,3,"Strong Mayors, Building Homes Act, 2022","August 10, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR4,"Quadcard Entertainment Ltd. Act, 2022","December 8, 2022",Royal Assent,Royal Assent received,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR4,"Quadcard Entertainment Ltd. Act, 2022","December 7, 2022",Third Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR4,"Quadcard Entertainment Ltd. Act, 2022","December 7, 2022",Third Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR4,"Quadcard Entertainment Ltd. Act, 2022","December 7, 2022",Second Reading,Ordered for Third Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR4,"Quadcard Entertainment Ltd. Act, 2022","December 7, 2022",Second Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR4,"Quadcard Entertainment Ltd. Act, 2022","December 7, 2022",Second Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR4,"Quadcard Entertainment Ltd. Act, 2022","October 25, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR4,"Quadcard Entertainment Ltd. Act, 2022","October 25, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,4,"Stay Home If You Are Sick Act, 2022","November 28, 2022",Second Reading,Vote,Lost on division
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,4,"Stay Home If You Are Sick Act, 2022","November 24, 2022",Second Reading,Question put,Vote deferred
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,4,"Stay Home If You Are Sick Act, 2022","November 24, 2022",Second Reading,Debated,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,4,"Stay Home If You Are Sick Act, 2022","August 10, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,4,"Stay Home If You Are Sick Act, 2022","August 10, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,5,"Stopping Harassment and Abuse by Local Leaders Act, 2023","May 31, 2023",Second Reading,Vote,Lost on division
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,5,"Stopping Harassment and Abuse by Local Leaders Act, 2023","May 30, 2023",Second Reading,Question put,Vote deferred
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,5,"Stopping Harassment and Abuse by Local Leaders Act, 2023","May 30, 2023",Second Reading,Debated,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,5,"Stopping Harassment and Abuse by Local Leaders Act, 2023","August 10, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,5,"Stopping Harassment and Abuse by Local Leaders Act, 2023","August 10, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR5,"H.B. Arndt & Associates Ltd. Act, 2022","December 8, 2022",Royal Assent,Royal Assent received,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR5,"H.B. Arndt & Associates Ltd. Act, 2022","December 7, 2022",Third Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR5,"H.B. Arndt & Associates Ltd. Act, 2022","December 7, 2022",Third Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR5,"H.B. Arndt & Associates Ltd. Act, 2022","December 7, 2022",Second Reading,Ordered for Third Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR5,"H.B. Arndt & Associates Ltd. Act, 2022","December 7, 2022",Second Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR5,"H.B. Arndt & Associates Ltd. Act, 2022","December 7, 2022",Second Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR5,"H.B. Arndt & Associates Ltd. Act, 2022","October 25, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR5,"H.B. Arndt & Associates Ltd. Act, 2022","October 25, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,6,"Foreign Credentials Advisory Committee Act, 2022","August 10, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,6,"Foreign Credentials Advisory Committee Act, 2022","August 10, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR6,"Nextblock Inc. Act, 2022","December 8, 2022",Royal Assent,Royal Assent received,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR6,"Nextblock Inc. Act, 2022","December 7, 2022",Third Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR6,"Nextblock Inc. Act, 2022","December 7, 2022",Third Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR6,"Nextblock Inc. Act, 2022","December 7, 2022",Second Reading,Ordered for Third Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR6,"Nextblock Inc. Act, 2022","December 7, 2022",Second Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR6,"Nextblock Inc. Act, 2022","December 7, 2022",Second Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR6,"Nextblock Inc. Act, 2022","October 26, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR6,"Nextblock Inc. Act, 2022","October 26, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,7,"More Beds, Better Care Act, 2022","August 31, 2022",Royal Assent,Royal Assent received,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,7,"More Beds, Better Care Act, 2022","August 31, 2022",Third Reading,Vote,Carried on division
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,7,"More Beds, Better Care Act, 2022","August 30, 2022",Third Reading,Question put,Vote deferred
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,7,"More Beds, Better Care Act, 2022","August 30, 2022",Third Reading,Debated,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,7,"More Beds, Better Care Act, 2022","August 30, 2022",Second Reading,Ordered for Third Reading pursuant to the Order of the House,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,7,"More Beds, Better Care Act, 2022","August 30, 2022",Second Reading,Vote,Carried on division
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,7,"More Beds, Better Care Act, 2022","August 29, 2022",Second Reading,Question put,Vote deferred
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,7,"More Beds, Better Care Act, 2022","August 29, 2022",Second Reading,Time allocated,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,7,"More Beds, Better Care Act, 2022","August 24, 2022",Second Reading,Debated,Debate adjourned
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,7,"More Beds, Better Care Act, 2022","August 24, 2022",Second Reading,Debated,Debate adjourned
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,7,"More Beds, Better Care Act, 2022","August 23, 2022",Second Reading,Debated,Debate adjourned
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,7,"More Beds, Better Care Act, 2022","August 23, 2022",Second Reading,Debated,Debate adjourned
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,7,"More Beds, Better Care Act, 2022","August 18, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,7,"More Beds, Better Care Act, 2022","August 18, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR7,"Welberne Holding Corp. Act, 2022","December 8, 2022",Royal Assent,Royal Assent received,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR7,"Welberne Holding Corp. Act, 2022","December 7, 2022",Third Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR7,"Welberne Holding Corp. Act, 2022","December 7, 2022",Third Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR7,"Welberne Holding Corp. Act, 2022","December 7, 2022",Second Reading,Ordered for Third Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR7,"Welberne Holding Corp. Act, 2022","December 7, 2022",Second Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR7,"Welberne Holding Corp. Act, 2022","December 7, 2022",Second Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR7,"Welberne Holding Corp. Act, 2022","October 25, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR7,"Welberne Holding Corp. Act, 2022","October 25, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR8,"1748317 Ontario Inc. Act, 2023","March 2, 2023",Royal Assent,Royal Assent received,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR8,"1748317 Ontario Inc. Act, 2023","March 1, 2023",Third Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR8,"1748317 Ontario Inc. Act, 2023","March 1, 2023",Third Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR8,"1748317 Ontario Inc. Act, 2023","March 1, 2023",Second Reading,Ordered for Third Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR8,"1748317 Ontario Inc. Act, 2023","March 1, 2023",Second Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR8,"1748317 Ontario Inc. Act, 2023","March 1, 2023",Second Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR8,"1748317 Ontario Inc. Act, 2023","November 3, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR8,"1748317 Ontario Inc. Act, 2023","November 3, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,8,"Anti-Money Laundering in Housing Act, 2022","August 18, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,8,"Anti-Money Laundering in Housing Act, 2022","August 18, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR9,"933834 Ontario Limited Act, 2023","March 2, 2023",Royal Assent,Royal Assent received,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR9,"933834 Ontario Limited Act, 2023","March 1, 2023",Third Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR9,"933834 Ontario Limited Act, 2023","March 1, 2023",Third Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR9,"933834 Ontario Limited Act, 2023","March 1, 2023",Second Reading,Ordered for Third Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR9,"933834 Ontario Limited Act, 2023","March 1, 2023",Second Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR9,"933834 Ontario Limited Act, 2023","March 1, 2023",Second Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR9,"933834 Ontario Limited Act, 2023","November 3, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR9,"933834 Ontario Limited Act, 2023","November 3, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,9,"Safe and Healthy Communities Act (Addressing Gun Violence), 2022","September 8, 2022",Second Reading,Vote,Lost on division
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,9,"Safe and Healthy Communities Act (Addressing Gun Violence), 2022","September 7, 2022",Second Reading,Debated,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,9,"Safe and Healthy Communities Act (Addressing Gun Violence), 2022","September 7, 2022",Second Reading,Question put,Vote deferred
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,9,"Safe and Healthy Communities Act (Addressing Gun Violence), 2022","August 18, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,9,"Safe and Healthy Communities Act (Addressing Gun Violence), 2022","August 18, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR10,"Maizal Tortilleria Inc. Act, 2023","March 2, 2023",Royal Assent,Royal Assent received,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR10,"Maizal Tortilleria Inc. Act, 2023","March 1, 2023",Third Reading,Question put,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR10,"Maizal Tortilleria Inc. Act, 2023","March 1, 2023",Third Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR10,"Maizal Tortilleria Inc. Act, 2023","March 1, 2023",Second Reading,Ordered for Third Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR10,"Maizal Tortilleria Inc. Act, 2023","March 1, 2023",Second Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR10,"Maizal Tortilleria Inc. Act, 2023","March 1, 2023",Second Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR10,"Maizal Tortilleria Inc. Act, 2023","November 16, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR10,"Maizal Tortilleria Inc. Act, 2023","November 16, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,10,"Publication of Mandate Letters Act, 2022","August 22, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,10,"Publication of Mandate Letters Act, 2022","August 22, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,11,"Speaking Out About, and Reporting On, Workplace Violence and Harassment Act, 2022","August 23, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,11,"Speaking Out About, and Reporting On, Workplace Violence and Harassment Act, 2022","August 23, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR11,"2103890 Ontario Limited Act, 2023","March 2, 2023",Royal Assent,Royal Assent received,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR11,"2103890 Ontario Limited Act, 2023","March 1, 2023",Third Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR11,"2103890 Ontario Limited Act, 2023","March 1, 2023",Third Reading,Question put,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR11,"2103890 Ontario Limited Act, 2023","March 1, 2023",Second Reading,Ordered for Third Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR11,"2103890 Ontario Limited Act, 2023","March 1, 2023",Second Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR11,"2103890 Ontario Limited Act, 2023","March 1, 2023",Second Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR11,"2103890 Ontario Limited Act, 2023","November 15, 2022",First Reading,Ordered for Second Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR11,"2103890 Ontario Limited Act, 2023","November 15, 2022",First Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR12,"Artgem Granite and Marble Inc. Act, 2023","May 18, 2023",Royal Assent,Royal Assent received,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR12,"Artgem Granite and Marble Inc. Act, 2023","April 4, 2023",Third Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR12,"Artgem Granite and Marble Inc. Act, 2023","April 4, 2023",Third Reading,Question put,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR12,"Artgem Granite and Marble Inc. Act, 2023","April 4, 2023",Second Reading,Ordered for Third Reading,-
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR12,"Artgem Granite and Marble Inc. Act, 2023","April 4, 2023",Second Reading,Vote,Carried
https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/,PR12,"Artgem Granite and Marble Inc. Act, 2023","April 4, 2023",Second Reading,Question put,-
